sl no,brand,country,state,city,top speed kmh,battery capacity kWh,battery type,efficiency wh per km,range km,fast charging power kw dc,fast charge port,seats,drivetrain,electric vehicle type,safety rating,cost
216,Ford,China,Shanghai,Shanghai,296,80.1,Li-ion,195.6,786,250,CCS,4,AWD,BEV,3.9,83645
217,Nissan,South Korea,Seoul,Seoul,139,70.5,Solid-State,145.1,290,221,Type 2,2,RWD,HEV,2.2,103640
218,Tesla,Germany,Hesse,Frankfurt,132,95.6,NiMH,167.8,370,261,Type 2,6,RWD,BEV,4.5,173380
219,Tata,Australia,Queensland,Brisbane,161,106.7,Li-ion,156.5,526,183,CCS,2,RWD,BEV,4.2,141702
220,Lucid,Germany,Bavaria,Munich,277,181.8,NiMH,132.8,368,272,CHAdeMO,2,FWD,BEV,3.2,142628
221,Ford,Canada,British Columbia,Vancouver,196,70.4,Li-ion,165.4,762,301,CHAdeMO,2,RWD,BEV,2.9,156772
222,Tata,Australia,Victoria,Melbourne,144,34.4,Li-ion,187.4,283,292,CCS,5,RWD,HEV,2.8,154130
223,Hyundai,Canada,British Columbia,Vancouver,214,180.5,Solid-State,146.8,245,184,Type 2,6,RWD,HEV,2.2,168596
224,Nissan,Germany,Berlin,Berlin,258,100.4,NiMH,150.5,262,248,Type 2,7,AWD,BEV,3.4,80348
225,Tesla,Japan,Kanagawa,Yokohama,248,127.1,NiMH,202,350,111,Type 2,4,FWD,BEV,2.1,80271
226,Hyundai,Japan,Tokyo,Tokyo,272,73.8,NiMH,212.3,268,94,Type 2,7,RWD,PHEV,3.6,190214
227,BMW,USA,Seattle,Washington,226,55.4,NiMH,182.9,302,104,CCS,5,AWD,PHEV,3.1,133646
228,Volkswagen,Australia,Queensland,Brisbane,129,59.3,Solid-State,142.9,611,69,Type 2,5,AWD,HEV,3.4,105203
229,Nissan,France,Île-de-France,Paris,197,82.9,Solid-State,207.2,300,166,CHAdeMO,5,AWD,PHEV,4.2,149295
230,Volkswagen,Germany,Berlin,Berlin,174,185.3,Solid-State,196.7,728,241,CCS,7,FWD,HEV,3.5,87779
231,Tesla,Canada,Quebec,Montreal,164,62.8,Li-ion,205.3,455,66,Type 2,2,RWD,PHEV,4.5,136207
232,BMW,Japan,Kanagawa,Yokohama,294,35.2,Solid-State,174,656,140,Type 2,7,AWD,BEV,4.5,103903
233,Tesla,Germany,Bavaria,Munich,218,38.4,NiMH,200.2,419,163,CHAdeMO,4,RWD,BEV,4.6,196764
234,Hyundai,USA,Seattle,Washington,285,59.4,Li-ion,150.1,512,190,Type 2,6,RWD,BEV,3.4,158761
235,BYD,Canada,Quebec,Montreal,269,47.4,NiMH,219.9,583,337,Tesla Supercharger,5,AWD,BEV,3,106239
236,Ford,France,Auvergne-Rhône-Alpes,Lyon,287,150.9,NiMH,156.9,353,314,CHAdeMO,2,AWD,HEV,2.4,73336
237,Ford,South Korea,Busan,Busan,227,98.8,NiMH,133.2,785,147,Tesla Supercharger,4,AWD,HEV,3.1,109347
238,Kia,China,Guangdong,Shenzhen,166,79.9,Solid-State,141.5,464,336,CHAdeMO,5,AWD,PHEV,2.7,184220
239,Nissan,UK,England,Manchester,215,74.3,Solid-State,171.7,320,290,CCS,7,AWD,PHEV,4.7,135598
240,BYD,Germany,Hesse,Frankfurt,255,80.7,Li-ion,208.4,354,120,CHAdeMO,5,RWD,BEV,2.9,163804
241,Volkswagen,China,Beijing,Beijing,205,137.3,Li-ion,158.2,259,52,Type 2,5,FWD,BEV,3.5,170082
242,Lucid,Germany,Berlin,Berlin,231,137.7,Solid-State,168.6,688,246,CCS,2,AWD,BEV,4.7,169201
243,Tesla,Canada,Ontario,Toronto,293,30.7,NiMH,152.4,552,209,CHAdeMO,2,RWD,PHEV,2.5,177982
244,Ford,USA,IL,Chicago,236,153.7,NiMH,177.2,644,118,Tesla Supercharger,6,RWD,PHEV,2.1,99402
245,Tesla,China,Beijing,Beijing,270,115.8,Li-ion,163,238,242,Tesla Supercharger,7,AWD,BEV,4,155664
246,BMW,USA,NY,New York,226,105.5,Li-ion,179.3,685,128,CHAdeMO,2,RWD,HEV,3.6,151631
247,Hyundai,Australia,Queensland,Brisbane,227,171.2,Li-ion,176,320,194,CCS,2,RWD,BEV,4.3,178986
248,Nissan,Canada,Ontario,Toronto,300,99.7,Li-ion,133.5,708,156,Type 2,5,FWD,HEV,2.3,84474
249,Volkswagen,Australia,Queensland,Brisbane,158,191.4,NiMH,136.8,303,181,CHAdeMO,6,RWD,BEV,2.3,92898
250,Nissan,USA,IL,Chicago,293,83.2,NiMH,140.4,246,54,CHAdeMO,4,RWD,HEV,2.8,166084
251,Nissan,Germany,Bavaria,Munich,166,49.4,Solid-State,216.6,478,247,Type 2,6,AWD,BEV,4.1,77686
252,BYD,China,Beijing,Beijing,271,112.1,NiMH,191.1,385,244,Tesla Supercharger,7,FWD,PHEV,2.3,123907
253,BMW,South Korea,Seoul,Seoul,186,141.3,Li-ion,193.4,737,345,CHAdeMO,5,AWD,BEV,3.3,165243
254,Nissan,India,Tamil Nadu,Chennai,289,145,Solid-State,143.4,771,77,CCS,4,AWD,BEV,2.2,134441
255,Nissan,France,Île-de-France,Paris,191,38.6,Li-ion,179.5,587,256,CHAdeMO,2,RWD,PHEV,2.3,135333
256,BMW,South Korea,Busan,Busan,247,156.7,Li-ion,139.2,622,68,CCS,2,AWD,HEV,3.7,155799
257,Nissan,South Korea,Busan,Busan,133,168.8,Solid-State,159.9,684,236,Type 2,2,FWD,PHEV,3.1,153055
258,Kia,UK,England,Birmingham,215,149.4,Li-ion,210.7,704,121,Type 2,2,RWD,BEV,2.4,181698
259,Volkswagen,Japan,Tokyo,Tokyo,168,151.9,Li-ion,198.1,247,113,Type 2,6,AWD,BEV,4.9,70568
260,Tesla,Canada,Quebec,Montreal,261,189,NiMH,173.5,720,140,CHAdeMO,4,FWD,HEV,4.6,136074
261,Lucid,Japan,Osaka,Osaka,297,159.6,Solid-State,165.8,551,200,Type 2,4,FWD,HEV,4.7,137147
262,Kia,UK,England,Birmingham,200,151,NiMH,186.9,405,157,Tesla Supercharger,5,AWD,HEV,3.6,153476
263,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,210,125.6,NiMH,181.4,627,323,Tesla Supercharger,6,FWD,BEV,3.1,76955
264,Ford,USA,CA,Los Angeles,161,197.2,NiMH,152.6,263,201,CHAdeMO,7,FWD,BEV,3.8,158542
265,Kia,Canada,Ontario,Toronto,219,70.4,NiMH,155.9,248,245,Type 2,6,AWD,BEV,2,102943
266,Tata,India,Tamil Nadu,Chennai,282,149.8,NiMH,163.1,759,150,CHAdeMO,5,RWD,BEV,4.9,166348
267,BYD,Canada,Ontario,Toronto,130,102.8,NiMH,153.8,364,349,Tesla Supercharger,2,RWD,BEV,2.5,112287
268,Lucid,Australia,New South Wales,Sydney,289,81.2,NiMH,179.5,274,212,CHAdeMO,4,AWD,BEV,3.2,140390
269,Nissan,Japan,Tokyo,Tokyo,176,180.2,NiMH,159.9,569,200,CHAdeMO,7,AWD,HEV,2,157679
270,Tata,France,Auvergne-Rhône-Alpes,Lyon,284,134.3,NiMH,151.9,240,214,Type 2,2,RWD,HEV,2.8,189450
271,Kia,Canada,British Columbia,Vancouver,250,105.7,Li-ion,156.7,397,214,CCS,2,FWD,BEV,3.9,97627
272,BMW,India,Tamil Nadu,Chennai,172,121.4,NiMH,209.1,645,86,CHAdeMO,2,RWD,BEV,2.2,93329
273,BMW,UK,England,Birmingham,267,169.7,Solid-State,166.7,661,257,Type 2,5,FWD,HEV,2,164409
274,Lucid,Australia,New South Wales,Sydney,131,149.1,Li-ion,162.2,714,104,Tesla Supercharger,5,AWD,PHEV,3.1,177757
275,Hyundai,USA,Seattle,Washington,256,67.4,NiMH,165.2,758,201,CHAdeMO,5,AWD,HEV,4.6,88530
276,Tesla,Germany,Berlin,Berlin,266,131.4,NiMH,179.3,287,206,CHAdeMO,5,FWD,BEV,2.5,98939
277,Tata,Australia,Victoria,Melbourne,149,60.8,NiMH,206.7,762,286,CCS,5,AWD,BEV,2.6,146099
278,Nissan,South Korea,Busan,Busan,152,144.1,Li-ion,139,271,149,Tesla Supercharger,6,RWD,HEV,2.9,146568
279,Lucid,China,Guangdong,Shenzhen,213,167.3,Solid-State,145.2,520,176,CHAdeMO,6,RWD,HEV,4.2,185066
280,Volkswagen,South Korea,Busan,Busan,211,161.7,Solid-State,179.7,379,91,Tesla Supercharger,4,AWD,HEV,4.7,80022
281,Kia,Germany,Berlin,Berlin,281,35.3,NiMH,182.1,417,68,Tesla Supercharger,7,AWD,PHEV,3.2,186842
282,Ford,Australia,Queensland,Brisbane,154,109,NiMH,138.1,572,307,CCS,4,AWD,BEV,3.3,93480
283,Hyundai,Australia,Queensland,Brisbane,243,189.7,Li-ion,149.7,699,168,CCS,5,RWD,HEV,2.6,188977
284,Volkswagen,France,Auvergne-Rhône-Alpes,Lyon,236,179.9,Li-ion,218.3,531,102,Tesla Supercharger,5,AWD,BEV,3.1,119613
285,BMW,France,Provence-Alpes-Côte d'Azur,Marseille,252,72.8,Li-ion,176.5,561,226,Type 2,6,AWD,BEV,3.3,100145
286,Ford,Germany,Hesse,Frankfurt,174,55.5,Li-ion,162.6,321,167,Type 2,5,AWD,HEV,3.4,97617
287,BYD,Australia,New South Wales,Sydney,125,71.4,Li-ion,181.6,364,118,CCS,7,FWD,PHEV,4.8,137717
288,Lucid,Japan,Kanagawa,Yokohama,283,33.2,NiMH,195.5,490,93,CHAdeMO,6,AWD,BEV,2.7,123840
289,Lucid,Australia,New South Wales,Sydney,166,135.9,NiMH,153.8,550,282,CCS,4,RWD,BEV,2,138512
290,BYD,Canada,Quebec,Montreal,158,132.9,Li-ion,172.8,239,322,CCS,2,RWD,HEV,4.5,187567
291,BYD,Japan,Kanagawa,Yokohama,214,178.7,NiMH,177.7,434,296,Type 2,5,AWD,PHEV,2.4,132539
292,Ford,India,Delhi,Delhi,273,179.1,Solid-State,153.2,205,53,CCS,7,FWD,HEV,4.4,123588
293,Hyundai,France,Île-de-France,Paris,229,140.8,Solid-State,153.5,748,266,Tesla Supercharger,7,RWD,PHEV,3.7,143080
294,Nissan,South Korea,Seoul,Seoul,263,124.3,Solid-State,219,791,226,Type 2,4,AWD,PHEV,4.3,194419
295,Tata,China,Beijing,Beijing,250,98.1,Solid-State,202.1,253,132,Type 2,2,FWD,HEV,3.3,78399
296,Nissan,UK,England,London,140,133.5,NiMH,164.6,610,316,Tesla Supercharger,7,FWD,PHEV,2,181485
297,Tata,Canada,British Columbia,Vancouver,128,163.3,NiMH,176.4,437,136,CCS,5,FWD,BEV,5,172193
298,BYD,Japan,Osaka,Osaka,223,129.6,NiMH,131.4,270,96,Tesla Supercharger,7,AWD,PHEV,2.7,196229
299,BYD,India,Tamil Nadu,Chennai,267,30.8,Li-ion,166.6,309,336,CCS,7,RWD,HEV,4.9,184833
300,Ford,Canada,Quebec,Montreal,297,105.3,Solid-State,180.7,449,223,Type 2,6,AWD,BEV,2.8,120157
301,Nissan,India,Maharashtra,Mumbai,225,192.4,NiMH,178.2,469,177,Tesla Supercharger,2,RWD,HEV,4.8,132463
302,Tata,France,Auvergne-Rhône-Alpes,Lyon,266,75.7,NiMH,191.5,394,305,CHAdeMO,4,AWD,BEV,2.7,179437
303,Hyundai,India,Karnataka,Bangalore,147,50.4,Li-ion,190.8,704,53,CCS,6,RWD,PHEV,4.7,185472
304,Volkswagen,Australia,Victoria,Melbourne,166,197.3,NiMH,155.2,427,345,CHAdeMO,2,AWD,HEV,2.1,115519
305,Hyundai,Japan,Kanagawa,Yokohama,237,196,NiMH,176.6,523,54,CCS,4,RWD,PHEV,3.1,182963
306,Kia,UK,England,London,187,70.3,Solid-State,216.3,551,237,CHAdeMO,6,RWD,HEV,4.3,117851
307,Volkswagen,Japan,Osaka,Osaka,166,127.1,NiMH,191.7,302,188,CHAdeMO,7,RWD,BEV,4.4,166802
308,Tesla,China,Shanghai,Shanghai,165,101.7,Li-ion,219.6,729,323,Tesla Supercharger,6,RWD,HEV,2.1,82972
309,Tata,China,Beijing,Beijing,185,111,NiMH,138.7,542,183,Tesla Supercharger,5,AWD,PHEV,2.1,85890
310,Lucid,France,Provence-Alpes-Côte d'Azur,Marseille,170,128.1,NiMH,188.4,378,195,Tesla Supercharger,5,AWD,HEV,3.3,80277
311,Ford,Japan,Kanagawa,Yokohama,238,137.4,Li-ion,208.1,545,265,Type 2,2,FWD,BEV,2.9,155591
312,Ford,UK,England,Birmingham,274,139.6,Solid-State,209.9,571,350,Type 2,6,FWD,BEV,4.2,156772
313,BMW,UK,England,Birmingham,173,58.4,Li-ion,138.6,684,330,CCS,2,RWD,BEV,2.8,90352
314,BYD,Germany,Hesse,Frankfurt,199,69,NiMH,155.6,329,117,CHAdeMO,2,FWD,PHEV,3.4,184150
315,Kia,Canada,British Columbia,Vancouver,233,53,NiMH,178.5,667,338,Type 2,7,AWD,PHEV,3.4,99770
316,Ford,Germany,Bavaria,Munich,213,100.1,Li-ion,157.3,200,317,CHAdeMO,5,RWD,BEV,4.1,134478
317,Tesla,South Korea,Busan,Busan,230,165.7,NiMH,150.8,207,330,Tesla Supercharger,4,RWD,PHEV,2.7,163708
318,Tata,Japan,Osaka,Osaka,187,43.5,NiMH,151.6,478,195,Tesla Supercharger,6,FWD,BEV,2.9,153478
319,Volkswagen,South Korea,Incheon,Incheon,189,149.1,Solid-State,146.9,219,127,CCS,7,FWD,PHEV,2.8,163742
320,Tesla,South Korea,Incheon,Incheon,179,45.3,Li-ion,174.4,550,265,Tesla Supercharger,6,RWD,PHEV,2.2,168378
321,Ford,China,Beijing,Beijing,220,42.1,Solid-State,146.3,456,245,CCS,2,AWD,PHEV,2.7,74392
322,BMW,India,Tamil Nadu,Chennai,253,143.2,Li-ion,172.6,519,215,CHAdeMO,2,AWD,BEV,2.8,153692
323,Nissan,UK,England,London,133,176.8,Li-ion,217.6,441,272,Tesla Supercharger,2,FWD,BEV,3.2,101862
324,Lucid,USA,NY,New York,296,110.8,NiMH,143.9,291,177,CHAdeMO,6,FWD,HEV,2.2,116598
325,Kia,China,Guangdong,Shenzhen,147,51.4,Li-ion,158.5,771,227,Type 2,4,FWD,HEV,2.4,187789
326,Volkswagen,USA,Seattle,Washington,263,80.1,NiMH,174.1,780,145,Tesla Supercharger,5,AWD,HEV,4.7,142682
327,Kia,China,Beijing,Beijing,159,106.4,Solid-State,178.7,664,50,Type 2,4,FWD,HEV,2.7,164503
328,Kia,Germany,Hesse,Frankfurt,219,62.3,NiMH,174.8,764,128,Tesla Supercharger,5,RWD,BEV,3.6,78739
329,Hyundai,USA,CA,Los Angeles,128,64.4,Solid-State,147.2,232,342,Type 2,6,AWD,PHEV,2.1,98930
330,BMW,Australia,Queensland,Brisbane,123,188.1,Li-ion,189,281,289,CCS,5,AWD,HEV,2.2,150862
331,Tesla,UK,England,Birmingham,138,171.9,Li-ion,215,731,99,CCS,4,AWD,BEV,3.6,102605
332,Hyundai,Australia,Queensland,Brisbane,262,157.4,Solid-State,197.1,790,233,Type 2,6,FWD,HEV,3.2,114238
333,Lucid,China,Guangdong,Shenzhen,233,188.7,Solid-State,179.5,532,240,Type 2,6,AWD,BEV,3.7,98039
334,Ford,Japan,Kanagawa,Yokohama,212,193.5,Solid-State,216.4,200,67,Tesla Supercharger,7,FWD,PHEV,2,199026
335,Nissan,India,Maharashtra,Mumbai,125,161.2,NiMH,204,766,311,CHAdeMO,2,FWD,BEV,2.4,118114
336,Tata,Australia,New South Wales,Sydney,185,167.9,Li-ion,181.3,782,161,CCS,5,RWD,HEV,4.1,177415
337,Ford,Germany,Hesse,Frankfurt,129,154.2,NiMH,164.3,257,221,Tesla Supercharger,6,RWD,HEV,4,148944
338,Tesla,USA,Seattle,Washington,198,119.1,Solid-State,178.6,353,217,CHAdeMO,4,FWD,HEV,3.7,81807
339,Ford,India,Tamil Nadu,Chennai,220,55.2,Solid-State,137.4,785,75,Type 2,5,FWD,PHEV,4.3,87088
340,Kia,China,Shanghai,Shanghai,170,112.9,NiMH,181.4,774,318,CHAdeMO,4,FWD,PHEV,4.1,145499
341,BYD,Germany,Berlin,Berlin,228,92.1,Li-ion,158.9,224,206,CHAdeMO,5,AWD,BEV,3.3,191138
342,Nissan,India,Maharashtra,Mumbai,159,158.8,Li-ion,140.1,255,174,CHAdeMO,5,FWD,PHEV,3.4,72981
343,Kia,France,Île-de-France,Paris,174,64.6,NiMH,197.5,761,297,CHAdeMO,2,RWD,BEV,2.8,77878
344,Lucid,UK,England,London,189,39,NiMH,215.1,268,248,Tesla Supercharger,5,FWD,HEV,3.2,198423
345,BMW,Japan,Kanagawa,Yokohama,200,112.4,NiMH,177.8,390,151,Type 2,7,AWD,BEV,4.8,109967
346,BYD,France,Auvergne-Rhône-Alpes,Lyon,160,33.1,NiMH,161.7,509,170,Tesla Supercharger,2,AWD,BEV,4.8,194402
347,Hyundai,UK,England,London,207,182.5,NiMH,142.4,591,316,CHAdeMO,6,FWD,PHEV,4.9,189240
348,Volkswagen,Australia,Victoria,Melbourne,258,52.4,NiMH,142.5,754,153,CHAdeMO,5,AWD,PHEV,5,197897
349,Lucid,China,Guangdong,Shenzhen,160,84,NiMH,178,321,144,Tesla Supercharger,4,AWD,PHEV,4.9,109760
350,Ford,South Korea,Incheon,Incheon,158,162.4,Li-ion,141.8,226,186,CHAdeMO,7,FWD,PHEV,2.2,172213
351,Kia,South Korea,Seoul,Seoul,274,109.7,NiMH,163.7,596,301,Type 2,4,FWD,BEV,3.2,196984
352,BYD,USA,IL,Chicago,176,156.2,Li-ion,198.2,267,140,Type 2,7,RWD,BEV,3.3,171740
353,Nissan,USA,Seattle,Washington,220,134,NiMH,181.5,749,318,CCS,7,FWD,BEV,4.6,102207
354,BYD,Canada,Quebec,Montreal,130,124.8,NiMH,198.9,250,147,Tesla Supercharger,6,RWD,PHEV,2.5,108590
355,Kia,Australia,New South Wales,Sydney,156,108.8,NiMH,170.7,712,107,CHAdeMO,7,AWD,PHEV,3.2,129098
356,Volkswagen,USA,CA,Los Angeles,271,182.4,Li-ion,209.4,292,178,Tesla Supercharger,4,AWD,BEV,4.1,153109
357,Kia,France,Île-de-France,Paris,218,153.6,NiMH,185.1,363,243,Type 2,2,FWD,HEV,4.6,91249
358,Tesla,China,Beijing,Beijing,227,82.4,NiMH,199.2,656,197,CHAdeMO,2,FWD,HEV,4.3,71600
359,Volkswagen,South Korea,Busan,Busan,259,167.3,NiMH,209.4,443,161,Type 2,6,RWD,HEV,3.8,102075
360,Lucid,Canada,British Columbia,Vancouver,280,124.8,Li-ion,134.4,351,78,Tesla Supercharger,2,FWD,HEV,2.9,190636
361,BMW,Germany,Berlin,Berlin,226,198.9,Li-ion,190.5,786,337,CHAdeMO,6,AWD,BEV,2.3,109229
362,BYD,France,Auvergne-Rhône-Alpes,Lyon,137,158.9,NiMH,135.8,682,118,CCS,5,RWD,HEV,2.6,97400
363,BMW,Australia,New South Wales,Sydney,266,154.1,NiMH,177.6,289,297,Tesla Supercharger,6,AWD,HEV,3.7,151689
364,Lucid,France,Île-de-France,Paris,264,114.4,NiMH,186.9,704,142,CHAdeMO,5,FWD,BEV,3.4,174429
365,Tata,Germany,Hesse,Frankfurt,277,199.8,Solid-State,134.1,558,336,CHAdeMO,2,AWD,PHEV,4.4,110340
366,Kia,UK,England,Birmingham,202,160.4,Li-ion,191.7,549,252,CCS,4,FWD,HEV,3.4,132193
367,Volkswagen,USA,CA,Los Angeles,159,136.6,NiMH,210.6,673,261,CCS,7,RWD,HEV,3.6,97297
368,Nissan,Australia,Queensland,Brisbane,210,41.3,Li-ion,155.2,231,223,Type 2,7,FWD,PHEV,2.6,85315
369,Nissan,UK,England,Birmingham,128,76.2,Li-ion,174.7,443,240,Type 2,5,FWD,BEV,2.3,172884
370,BMW,USA,CA,Los Angeles,233,116,Solid-State,211.4,357,147,Tesla Supercharger,6,AWD,PHEV,2.4,184268
371,Hyundai,Germany,Hesse,Frankfurt,172,153.2,Solid-State,164.9,734,109,CCS,5,FWD,PHEV,3.4,76047
372,Ford,Germany,Hesse,Frankfurt,125,128.2,Solid-State,187.5,414,214,CHAdeMO,4,RWD,PHEV,4.3,157965
373,Hyundai,Germany,Bavaria,Munich,160,76.5,Li-ion,216.2,773,313,CCS,4,AWD,PHEV,2.8,193637
374,Tata,UK,England,Birmingham,163,42.1,NiMH,210.3,753,277,CCS,4,FWD,BEV,3.2,81287
375,Hyundai,Japan,Osaka,Osaka,300,131.3,NiMH,186.7,656,232,Tesla Supercharger,5,FWD,PHEV,3.7,82178
376,Volkswagen,South Korea,Seoul,Seoul,199,146.4,NiMH,199,681,168,CHAdeMO,4,AWD,PHEV,2.6,190227
377,Volkswagen,France,Auvergne-Rhône-Alpes,Lyon,244,35.1,Solid-State,140.2,690,286,CHAdeMO,5,RWD,BEV,3.5,123174
378,Kia,Germany,Bavaria,Munich,286,42.1,Solid-State,177.9,610,261,CHAdeMO,7,FWD,PHEV,3.2,114658
379,BYD,India,Tamil Nadu,Chennai,265,163.8,NiMH,192.5,377,89,Type 2,2,AWD,PHEV,3.7,177744
380,Ford,South Korea,Seoul,Seoul,223,41.8,Li-ion,191.7,588,217,Type 2,2,FWD,HEV,4.7,153379
381,Hyundai,USA,CA,Los Angeles,235,120.3,Solid-State,185.4,657,150,CHAdeMO,5,RWD,PHEV,4.2,189946
382,Lucid,France,Île-de-France,Paris,122,134,NiMH,166.4,330,200,CCS,5,AWD,HEV,3.7,198279
383,Ford,France,Île-de-France,Paris,127,70,NiMH,183.1,525,245,Type 2,6,RWD,HEV,2.5,88228
384,Nissan,India,Tamil Nadu,Chennai,226,56.2,NiMH,141.3,211,86,CCS,4,AWD,BEV,2.3,154180
385,Lucid,Japan,Osaka,Osaka,228,136,Solid-State,175.8,765,280,Type 2,5,FWD,HEV,2,135294
386,BYD,India,Karnataka,Bangalore,259,128,Li-ion,218,781,297,Tesla Supercharger,2,AWD,BEV,4.2,138997
387,Kia,UK,England,Manchester,140,119,NiMH,138,683,89,Tesla Supercharger,7,FWD,BEV,3.4,137195
388,Nissan,South Korea,Incheon,Incheon,227,90,Solid-State,156,236,205,Tesla Supercharger,2,AWD,BEV,3.7,156025
389,Lucid,UK,England,Birmingham,126,78.8,Li-ion,141.4,278,192,Tesla Supercharger,4,AWD,PHEV,2,84621
390,Lucid,Australia,New South Wales,Sydney,158,142.1,Solid-State,202.7,467,170,Type 2,4,AWD,BEV,4.9,148059
391,BYD,China,Shanghai,Shanghai,218,70.5,Solid-State,195.3,371,157,Tesla Supercharger,2,AWD,BEV,2.5,122264
392,Volkswagen,South Korea,Busan,Busan,256,69.7,NiMH,193.5,685,184,CHAdeMO,7,RWD,PHEV,3.1,111377
393,Tesla,Canada,Quebec,Montreal,144,186,NiMH,161.8,642,189,Tesla Supercharger,5,RWD,HEV,3.8,130438
394,Kia,India,Maharashtra,Mumbai,206,145.2,Li-ion,158.2,210,54,CCS,2,RWD,BEV,4.1,116073
395,Ford,India,Karnataka,Bangalore,169,35.8,NiMH,138.3,422,112,CCS,2,AWD,HEV,4.3,154922
396,BMW,Australia,New South Wales,Sydney,298,61.3,Solid-State,172,277,282,Tesla Supercharger,6,AWD,BEV,4.3,106344
397,BYD,USA,Seattle,Washington,205,199.3,Solid-State,216,471,141,Type 2,2,RWD,PHEV,2.5,134494
398,Kia,Germany,Berlin,Berlin,230,67.1,NiMH,139.6,652,182,CCS,2,FWD,HEV,2.8,128442
399,Hyundai,USA,Seattle,Washington,287,138.9,Li-ion,189.8,472,127,Tesla Supercharger,6,AWD,HEV,4.8,134314
400,BYD,South Korea,Busan,Busan,137,121.8,Li-ion,164.6,693,112,Tesla Supercharger,5,AWD,BEV,3.9,195674
401,Kia,Germany,Bavaria,Munich,207,43.7,Solid-State,198.4,496,153,CHAdeMO,7,FWD,PHEV,4.1,187500
402,Nissan,Germany,Hesse,Frankfurt,244,44.4,NiMH,169.4,394,121,CCS,4,FWD,PHEV,3.2,173905
403,Ford,Canada,Quebec,Montreal,247,120.8,Solid-State,217,216,68,Tesla Supercharger,2,RWD,BEV,2.6,155701
404,Kia,Canada,British Columbia,Vancouver,158,156,Li-ion,213.2,237,122,Type 2,2,RWD,BEV,4.1,87109
405,Tesla,USA,CA,Los Angeles,198,169.5,Li-ion,171.1,374,82,CCS,2,RWD,BEV,2.2,96560
406,BYD,Japan,Osaka,Osaka,203,50.5,NiMH,181.8,340,214,CHAdeMO,2,AWD,BEV,2.4,88512
407,Nissan,Japan,Tokyo,Tokyo,261,58.1,Li-ion,213.3,241,118,CCS,7,RWD,PHEV,2.2,70946
408,Lucid,China,Beijing,Beijing,192,100.8,Solid-State,192.3,411,123,Tesla Supercharger,7,RWD,BEV,3.8,74931
409,Volkswagen,Australia,New South Wales,Sydney,276,191.6,NiMH,204.4,508,228,Type 2,2,AWD,BEV,5,198030
410,Nissan,Germany,Hesse,Frankfurt,258,116.3,Solid-State,199.3,413,191,CCS,4,FWD,PHEV,2.5,157836
411,Nissan,USA,NY,New York,192,65.6,Solid-State,160.1,664,72,CCS,2,AWD,BEV,3.5,85212
412,Volkswagen,Germany,Berlin,Berlin,271,128.6,Solid-State,147.9,533,167,CCS,5,FWD,HEV,3.2,96208
413,BMW,Japan,Tokyo,Tokyo,240,129.5,Li-ion,210.1,348,160,Type 2,4,RWD,PHEV,4.2,152840
414,Tata,France,Auvergne-Rhône-Alpes,Lyon,205,51.6,NiMH,181.2,487,119,CCS,6,RWD,PHEV,2.7,108687
415,Lucid,Australia,New South Wales,Sydney,163,128.3,NiMH,207,288,260,Type 2,4,AWD,PHEV,2,126113
416,Nissan,India,Maharashtra,Mumbai,231,128.5,NiMH,215.2,787,52,Type 2,2,FWD,BEV,3.3,121684
417,BMW,South Korea,Incheon,Incheon,235,114.2,Li-ion,180.3,212,258,CHAdeMO,4,RWD,HEV,5,72087
418,Ford,South Korea,Incheon,Incheon,161,149.6,NiMH,197.3,224,282,Type 2,4,AWD,PHEV,3.9,162261
419,BYD,USA,NY,New York,296,86.6,Li-ion,156.7,476,327,CHAdeMO,2,AWD,HEV,4.8,158428
420,BMW,France,Île-de-France,Paris,218,92.2,NiMH,133.7,575,139,CCS,7,AWD,PHEV,2.7,84884
421,Lucid,South Korea,Incheon,Incheon,299,65.7,NiMH,198.5,528,230,Tesla Supercharger,7,AWD,BEV,2.2,115249
422,Kia,South Korea,Busan,Busan,254,171,Solid-State,193.9,745,199,Type 2,7,RWD,PHEV,2.3,121207
423,BMW,China,Shanghai,Shanghai,147,58,Li-ion,192.7,708,127,CHAdeMO,7,AWD,PHEV,4.9,140966
424,Nissan,China,Shanghai,Shanghai,227,105.5,NiMH,131.9,393,82,CCS,4,AWD,HEV,3,154679
425,Lucid,France,Auvergne-Rhône-Alpes,Lyon,290,148.5,NiMH,170.1,511,340,CHAdeMO,5,FWD,PHEV,3.1,107767
426,Nissan,USA,CA,Los Angeles,192,107.5,Li-ion,185.7,364,324,Tesla Supercharger,4,FWD,BEV,2.4,111500
427,Volkswagen,Australia,New South Wales,Sydney,186,92.8,Li-ion,180.6,235,212,Tesla Supercharger,4,RWD,BEV,3.6,85923
428,Volkswagen,USA,Seattle,Washington,157,191.1,Solid-State,144,759,309,Tesla Supercharger,5,RWD,HEV,2.4,144086
429,BMW,South Korea,Busan,Busan,242,183,Li-ion,191,319,207,CCS,6,AWD,PHEV,2.3,77213
430,Tata,Australia,Queensland,Brisbane,269,119.5,Solid-State,147.6,285,325,Type 2,2,AWD,PHEV,3,149308
431,Nissan,Canada,Ontario,Toronto,221,55.2,Solid-State,163.3,581,56,Tesla Supercharger,5,RWD,HEV,2.3,165401
